Row Labels,Sum of Sales
Colored Envelopes,50.922
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57
Avery 496,50.25
Wausau Papers Astrobrights Colored Envelopes,50.232
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",50.138
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.98
Xerox 1896,49.95
Xerox 1950,49.708
"TOPS Voice Message Log Book, Flash Format",49.504
Xerox 218,49.248
Blackstonian Pencils,49.128
American Pencil,48.93
Eldon Image Series Black Desk Accessories,48.852
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.048
Revere Boxed Rubber Bands by Revere,48.006
Newell 33,47.988
Avery 514,47.808
"Master Caster Door Stop, Gray",47.752
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.544
Newell 32,47.232
"Sanford Colorific Scented Colored Pencils, 12/Pack",47.08
Xerox 1953,47.08
Newell 316,46.944
Xerox 1998,46.656
Avery 520,46.62
"Stacking Tray, Side-Loading, Legal, Smoke",46.592
Xerox 1972,46.464
Advantus SlideClip Paper Clips,46.376
Decoflex Hanging Personal Folder File,46.26
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.92
Newell 344,45.592
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.508
Avery 491,45.43
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.396
Xerox 215,45.36
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144
Document Clip Frames,45.036
DIXON Oriole Pencils,44.892
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37
Avery 517,44.28
Acme Kleen Earth Office Shears,44.232
Kingston Digital DataTraveler 8GB USB 2.0,44.03
Accohide Poly Flexible Ring Binders,43.758
Boston 16750 Black Compact Battery Pencil Sharpener,43.75
Disposable Triple-Filter Dust Bags,43.7
Acme Rosewood Handle Letter Opener,43.67
Nontoxic Chalk,42.944
Newell 349,42.64
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42
3-ring staple pack,42.112
Acco Hanging Data Binders,41.91
Texas Instrument TI-15 Fraction Calculator,41.905
Acco Side-Punched Conventional Columnar Pads,41.64
Wilson Jones Custom Binder Spines & Labels,41.344
"#10 Gummed Flap White Envelopes, 100/Box",41.3
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896
"Acco Banker's Clasps, 5 3/4""-Long",40.896
Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32
Xerox 207,40.176
Newell 327,39.78
"Eldon Regeneration Recycled Desk Accessories, Black",39.688
Angle-D Ring Binders,39.384
Prang Dustless Chalk Sticks,38.976
Acco Expandable Hanging Binders,38.918
Newell 310,38.72
Acco Suede Grain Vinyl Round Ring Binder,38.642
Cardinal Hold-It CD Pocket,38.304
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.136
Peel & Stick Add-On Corner Pockets,38.016
Southworth 25% Cotton Granite Paper & Envelopes,37.932
Col-Erase Pencils with Erasers,37.696
Dixon Ticonderoga Pencils,37.548
Turquoise Lead Holder with Pocket Clip,37.52
Eldon Pizzaz Desk Accessories,37.464
Durable Pressboard Binders,37.24
Faber Castell Col-Erase Pencils,37.164
Xerox 1990,36.96
Avery Round Ring Poly Binders,36.92
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744
Letter or Legal Size Expandable Poly String Tie Envelopes,36.708
Newell 326,36.608
Eldon 100 Class Desk Accessories,36.396
Xerox 1976,36.288
Contemporary Borderless Frame,36.162
Binder Clips by OIC,36.112
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",35.948
Regeneration Desk Collection,35.904
Wilson Jones DublLock D-Ring Binders,35.775
Plastic Stacking Crates & Casters,35.712
Acme Kleencut Forged Steel Scissors,35.588
Avery 498,35.258
Xerox 1926,34.86
Economy #2 Pencils,34.58
Newell 335,34.56
Assorted Color Push Pins,34.39
Xerox 1980,34.24
"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756
"Super Bands, 12/Pack",33.48
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",33.108
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.868
Wilson Jones Hanging Recycled Pressboard Data Binders,32.648
Xerox 1958,32.4
Avery 509,32.364
Avery Hidden Tab Dividers for Binding Systems,31.588
Newell 346,31.104
"OIC #2 Pencils, Medium Soft",30.832
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.8
Newell 322,30.576
Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97
Round Ring Binders,29.952
Economy Binders,29.952
Plantronics Single Ear Headset,29.925
Xerox 1983,29.9
Xerox 190,29.88
Jiffy Padded Mailers with Self-Seal Closure,29.808
"Eldon 300 Class Desk Accessories, Black",29.7
"Alliance Big Bands Rubber Bands, 12/Pack",29.7
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4
Pencil and Crayon Sharpener,29.346
Rediform Voice Mail Log Books,29.204
UniKeep View Case Binders,28.851
Avery Reinforcements for Hole-Punch Pages,28.512
Newell 313,28.208
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.468
Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.192
SanDisk Cruzer 8 GB USB Flash Drive,27.168
Newell 339,26.688
Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.568
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08
Avery Binder Labels,26.063
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.992
SanDisk Cruzer 4 GB USB Flash Drive,25.96
Xerox 1985,25.92
Newell 340,25.92
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.83
Bagged Rubber Bands,25.704
"""While you Were Out"" Message Book, One Form per Page",25.228
Colored Push Pins,24.978
Translucent Push Pins by OIC,24.552
Newell 329,24.272
BIC Brite Liner Grip Highlighters,24.272
Avery 507,24.192
Avery 497,24.024
Serrated Blade or Curved Handle Hand Letter Openers,23.864
Newell 338,23.52
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332
Self-Adhesive Ring Binder Labels,22.88
Sanford Pocket Accent Highlighters,22.4
Avery 510,21.75
Newell 323,21.168
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65
Avery Hi-Liter Fluorescent Desk Style Markers,20.28
Rediform S.O.S. Phone Message Books,19.92
Sterling Rubber Bands by Alliance,19.782
Nu-Dell EZ-Mount Plastic Wall Frames,19.7
Acco Glide Clips,19.6
Newell 307,19.292
Maxell 4.7GB DVD-R 5/Pack,19.008
Unpadded Memo Slips,18.308
Loose Memo Sheets,18.25
12 Colored Short Pencils,18.2
Hoover Commercial Lightweight Upright Vacuum,18.096
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64
Avery 502,17.64
Insertable Tab Indexes For Data Binders,17.49
Xerox 1901,16.896
Avery 479,16.704
Wilson Jones Suede Grain Vinyl Binders,16.402
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.176
Maxell CD-R Discs,15.76
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.624
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552
"Quartet Alpha White Chalk, 12/Pack",15.47
Wirebound Voice Message Log Book,15.232
Boston 1900 Electric Pencil Sharpener,14.98
Color-Coded Legal Exhibit Labels,14.73
SANFORD Liquid Accent Tank-Style Highlighters,14.2
Acme Serrated Blade Letter Opener,13.992
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,13.86
Design Ebony Sketching Pencil,13.622
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616
Alliance Rubber Bands,13.44
"Brites Rubber Bands, 1 1/2 oz. Box",13.068
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13
OIC Thumb-Tacks,12.996
Xerox 1984,12.96
Xerox 1922,11.952
Maxell 4.7GB DVD+R 5/Pack,11.682
Xerox 1969,11.56
Avery 482,11.56
Acco Economy Flexible Poly Round Ring Binder,11.484
Computer Printout Index Tabs,11.088
Storex Flexible Poly Binders with Double Pockets,10.824
Newell 337,10.496
Letter Slitter,10.08
Newell 342,9.84
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.768
PNY Rapid USB Car Charger - Black,9.588
Kleencut Forged Office Shears by Acme United Corporation,9.568
Avery 484,9.216
Newell 308,8.4
Stockwell Gold Paper Clips,8.096
4009 Highlighters,8.04
Xerox 1989,7.968
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7
Grip Seal Envelopes,7.072
Xerox 20,6.48
Avery 5,5.76
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624
Grand Total,2297200.86
